AT	V	AP	RH	PE
8.4	38.5	1013.67	69.13	486.5
13.44	41.14	1026.41	77.26	461.44
16.58	41.93	1022.36	45.24	466.61
12.71	43.02	1012.25	62.68	475.38
10.35	44.2	1018.46	88.6	478.36
12.86	44.77	1018.75	74.73	468.43
13.86	35.71	1015.21	63.16	471.63
16.81	42.42	1008.95	74.25	462.19
7.76	37.7	1014.82	76.47	480.7
10.37	37.83	1006.5	90.99	470.66
14.37	40.56	1021.67	68.18	470.19
19.94	44.63	1004.73	78.48	455.58
6.17	36.25	1028.68	90.59	483.77
18.26	69.94	1004.1	97.39	443.59
9.21	39.72	1019.54	74.44	478.96
16.34	41.48	1015.92	48.24	453.6
19.06	44.63	1004.23	84.43	456.54
19.21	53.16	1013.18	81.64	454.01
5.43	39.9	1007.5	86.27	487.84
8.51	40.78	1023.51	89.84	471.11
14.8	58.2	1018.29	85.11	455.14
18.2	49.39	1018.83	96.3	455.86
12.27	43.8	1023.21	57	468.55
14.1	41.04	1026.11	74.25	465.89
10.19	37.14	1012.74	73.48	475.01
12.25	40.75	1016.02	82.4	475.07
14.97	42.28	1007.31	79.25	466.62
13.64	43.71	1024.41	84.46	468.85
4.93	35.19	1018.04	92.94	486.39
11.95	42.03	1017.58	90.89	465.2
17.66	60.08	1017.22	86.96	456.62
16.23	43.69	1016.4	68.9	466.22
6.16	39.48	1004.85	59.68	484.55
14.6	44.47	1028.46	69.96	465.24
7.4	41.03	1022.09	74.83	486.81
14.72	43.34	1013.07	85.61	464.22
16.73	54.3	1017.96	59.44	460.54
15.97	45.01	1016.58	83.24	456.91
10.5	39.28	1016.55	91.75	480.92
18.2	49.39	1018.83	96.3	455.86
19.55	56.53	1020.2	78.1	455.56
17.51	41.85	1016.25	72.03	465.05
19.93	62.1	1019.94	76.41	450.57
13.92	39.85	1012.64	68.03	473.47
18	44.06	1016.8	78.88	454.59
16.09	48.78	1015.78	91.12	454.23
12.57	39.18	1023.09	77.28	471.87
4.83	38.44	1015.35	72.94	485.32
18.87	44.06	1013.42	68.78	451.4
19.05	44.06	1017.02	73.76	454.28
16.29	44.34	1019.49	59.36	468.8
11.28	42.44	1014.62	99.78	473.36
16.17	38.01	1022.19	70.99	462.54
12.91	40.73	1017.66	93.66	464.61
13.21	40.56	1018.12	64.49	475.86
10.87	37.5	1011.43	95.56	474.07
17.88	46.97	1013.73	67.78	456.77
12.06	52.72	1024.53	80.05	467.21
6.01	35.79	1011.05	91.33	482.25
5.51	41.03	1022.28	84.5	491.84
19.82	57.85	1011.58	97.23	447.36
16.71	40.55	1004.45	81.64	464.13
13.42	40.78	1025.03	77.51	459.04
14.24	44.84	1023.6	94.06	466.67
19.48	58.79	1017.6	88.72	450.55
11.44	41.39	1019.59	79.95	478.52
13.87	49.83	1006.76	89.14	462.46
18.93	67.71	1005.04	82.4	444.55
12	41.5	1013.21	86.75	473.68
7.94	43.65	1018.75	59.45	479.8
8.27	35.76	1020.11	75.25	480.8
19.66	45.01	1014.42	60.14	453.45
6.11	38.68	1017.53	79.23	482.97
16.44	44	1024.48	76.51	460.33
12.68	45.01	1013.86	83.26	448.69
11.37	40.56	1017.56	64.8	478.88
16.97	39.16	1005.7	69.13	458.59
18.13	39.72	1002.75	58.85	455.81
10.03	43.72	1011.46	96.89	473.26
16.49	41.93	1022.92	44.98	467.48
13.21	43.71	1024.5	86.59	466.39
13.31	41.26	1020.83	79.55	462.87
8.83	41.26	1023.04	86.08	478.87
12.55	38.91	1012.58	75.44	474.35
16.55	39.64	1009.07	77.8	465.29
10.87	38.38	1020.85	69.78	477.03
8.74	40.03	1016.81	93.37	481.07
10.22	38.18	1018.01	70.7	474.07
8.79	40.67	1019.5	66.3	489.02
13.2	45.01	1013.96	78.78	466.71
15.68	39.16	1006.09	75.62	461.98
10.94	25.36	1009.47	100.1	470.9
20.02	67.32	1012.05	76.34	445.31
12.43	40.27	1007.08	61.56	470.92
17.75	42.24	1016.86	61.52	468.86
5.89	40.07	1018.99	63.13	493.9
8.95	43.13	1017.56	94.85	479.14
9.97	39.99	1010.09	95	477.31
16.45	44.68	1018.6	85.14	462.66
10.55	41.92	1030	91.23	470.95
18.17	66.86	1011.29	78.48	452.77
9.66	40.05	1015.78	89.06	481.14
19.81	66.54	1013.88	80.09	449.07
13.72	45.01	1014.07	77	464.59
10.75	45.01	1018.73	93.16	471.47
12.35	40.73	1019.03	95.53	466.71
18.37	44.89	1010.61	86.74	454.37
19.83	59.44	1012.98	91.24	446.15
6.99	40.07	1014.83	54.36	490.11
20.03	69.45	1013.47	86.66	441.54
14.98	43.99	1022.66	83.34	462.32
16.36	43.99	1021.34	85.13	465.81
11.77	39.39	1012.9	85.8	478.51
19.68	51.19	1008.64	94.88	452.04
19.53	50.32	1009.71	94.46	449.59
14.55	44.84	1023.83	87.6	465.14
12.61	43.22	1013.41	78.94	466.85
15.34	40.73	1018.03	86.19	458.55
16.66	41.16	1007.37	76.82	463.39
6.77	39.81	1017.01	87.68	488.27
12.58	39.72	1017.85	57.74	471.24
19.3	46.93	1014.83	66.71	456.62
8.25	43.14	1011.3	87.1	479.95
7.61	41.26	1009.05	97.32	480.68
16.82	45	1022.05	37.28	468.22
8.68	41.82	1032.83	73.62	478.61
18.94	48.7	1007.82	92.88	453.36
18.21	45	1022.86	48.84	467.54
16.1	36.71	1013.58	74.41	471.46
10.11	39.72	1019.1	69.68	476.8
9.57	39.82	1013.12	89.15	468.02
8.51	40.81	1015.54	83.16	481.02
12.41	41.16	1017.45	93.64	464.08
7.29	40.96	1023.01	90.78	488.65
16.73	43.79	1016.25	73.58	468.87
17.37	57.76	1016	86.59	456.4
5.7	40.62	1016.07	84.94	482.82
12.25	48.79	1017.44	88.91	469.52
18.92	62.26	1012.05	85.99	451.51
15.11	56.03	1020.27	89.95	462.65
15.09	44.34	1019.46	60.49	468.8
15.37	50.59	1019.02	98.2	463.35
10.8	41.74	1020.24	78.62	479.32
19.69	59.14	1015.99	70.33	448.69
10.16	40.8	1028.13	86.39	477.49
14.24	39.58	1011.17	70.45	469.94
15.37	43.34	1014.84	80.37	460.02
17.45	50.9	1012.16	83.8	458.67
15.2	40.55	1005	88.4	465.09
13.3	37.9	997.41	91.51	465.61
16.2	65.46	1013.97	89.84	451.86
15.69	39.3	1019.03	60.57	464.17
9.92	40.64	1020.39	95.41	469.65
15.46	44.6	1017.7	68.2	459.62
13.66	41.67	1013.43	80.56	469.17
15.01	39.52	1017.53	72	468.02
20.28	63.86	1016.04	74.66	447.26
16.46	61.27	1020.02	74.54	456.64
8.64	41.66	1014.14	80.44	481.89
18.36	56.65	1020.29	82	456.49
11.92	43.8	1022.96	60.49	470.33
16.16	25.88	1009.58	72.24	461.86
17.43	63.09	1019.87	92.77	449.36
17.58	44.9	1020.52	71.48	459.78
16.65	46.18	1010.6	95.69	465.6
14.22	39.39	1014.16	80.22	470.98
11.6	40.96	1023.95	86.83	473.66
11.75	42.32	1015.28	77.25	470.44
11.64	41.39	1017.36	83.4	479.53
6.86	42.49	1007.95	93.96	486.14
13.97	53.82	1016.81	62.32	465.24
16.09	50.59	1015.69	84.41	463.64
14.29	46.18	1017.01	87.29	464.73
12.39	44.58	1016.38	84.95	475.37
5.62	40.62	1015.81	85.34	483.13
7.06	41.74	1021.95	90.38	448.97
7.49	39.81	1019.03	87.29	483.59
18.27	51.43	1010.38	88.39	460.41
16.46	48.6	1006.08	89	449.58
13.75	44.47	1029.63	70.74	467.14
18.1	45	1023.05	48.41	465.46
12.02	43.69	1016.12	74.07	477.74
12.66	41.2	1015.88	89.12	466.49
10.02	42.44	1014.57	99.16	478.5
15.75	36.99	1007.67	93.8	464.38
19.59	59.87	1018.28	84.83	449.74
16.81	45.87	1008.7	98	455.96
15.55	39.63	1004.98	89.82	466.83
16.02	71.14	1019.75	70.42	456.35
11.46	39.82	1012.09	86.2	477.99
15.59	45.09	1013.41	91.97	457.54
4.31	38.5	1011.75	82.08	492.92
15.69	37.64	1016	83.88	462.18
11.8	42.34	1020.25	93.54	466.52
12.58	39.72	1017.85	57.74	471.24
19.46	66.86	1012.74	66.2	454.89
17.94	62.1	1019.81	82.65	453.55
14.12	39.4	1008.02	76.45	468.63
17.36	41.23	998.08	63.46	459.1
15.24	37.87	1020.52	84.49	463.09
10.37	37.5	1013.19	79.25	473.1
13.85	48.92	1011.68	79.24	462.38
8.49	36.25	1029.7	84.41	480.35
7.51	43.02	1014.35	86.46	485.38
10.32	41.01	1021.04	95.3	467.81
11.77	40.71	1024.55	72.49	477.94
16.39	41.67	1012.96	61.07	467.68
7.33	41.16	1023.17	92.43	466.16
18.4	40.79	1006.18	92.36	461.29
19.17	52.9	1016.56	65.23	458.59
10.35	39.82	1013.33	94.78	477.14
14.78	54.3	1016.96	68.53	463.75
9.53	41.44	1018.01	80.09	481.83
14.12	42.99	1007.13	78.16	468.45
16.81	38.52	1018.26	75.21	459.01
16.7	40.56	1019.04	50.9	470.84
14.87	41.23	997.39	82.06	465.01
4.71	42.07	1005.35	82.26	486.79
20.25	55.5	1020.03	69.33	455.13
18.56	67.71	1004.77	85.28	444.9
5.71	40.77	1022.51	89.58	485.75
12.05	49.83	1008.54	95.11	454.18
20.1	57.17	1011.96	87.68	452.67
15.99	39.63	1006.09	89.92	464.95
17.83	66.86	1011.65	77.31	456.56
10.14	45.01	1018.12	94.32	473.56
15.59	52.75	1024.3	59.93	458.87
17.28	44.06	1018.15	66.93	462.05
8.25	37.49	1009.02	81.09	480.38
7.34	40.72	1023.01	80.08	483.92
10.24	41.17	1019.73	82.04	479.78
12.24	44.92	1023.74	88.21	473.26
13.48	41.26	1021.92	78.24	466.88
7.29	39.37	1019.24	73.46	478.19
19.19	50.16	1011.12	99.91	449.52
15.11	45.01	1017.01	84.39	462.21
10.95	40.22	1010.04	78.96	477.23
12.38	45.09	1013.26	90.55	467.47
13.52	39.39	1012.91	84.03	474.82
15.03	42.44	1014.25	94.52	464.91
17.72	50.9	1012.02	85.55	456.4
14.12	42.99	1007.13	78.16	468.45
15.47	38.73	1001.13	77.61	467.96
9.89	40.64	1020.59	98.35	478.13
6.33	39.33	1012.06	93.16	492.22
6.37	40.81	1025.98	91	489.18
7.45	43.13	1019.31	86.32	485.6
7.11	43.13	1018.96	87.82	486.11
19.87	48.14	1016.94	81.56	451.14
13.78	38.47	1015.2	57.8	466.41
14.74	44.47	1028.29	67.87	462.92
16.15	44.21	1020.76	85.41	462.02
13.8	39.39	1013.85	81.95	471.7
15.42	39.82	1012.89	83.54	469.9
13.97	40.24	1018.32	88.72	467.93
8.64	39.69	1001.57	98.27	473.55
12.38	41.62	1012.37	84.15	461.07
12.87	39.3	1019.26	71.55	471.48
12.28	42.34	1019.19	95.8	467.03
14.3	54.3	1015.16	75.29	464.9
19.05	53.16	1013.22	82.8	455.76
13.6	42.86	1013.37	87.52	472.27
6.03	41.17	1019.81	84.2	488.57
16.22	41.35	1000.96	79.59	462.21
5.53	35.79	1013.48	94.19	484.25
14.08	39.31	1011.67	72	464.16
14.52	40.35	1011.11	69.84	470.8
12.68	45.01	1013.86	83.26	448.69
14.43	44.84	1024.34	84	467.45
15.69	37.64	1016	83.88	462.18
18.26	59.15	1012.04	86.01	451.09
7.9	40	1018.74	79.55	474.5
15.21	50.88	1014.24	100.11	460.56
18.26	61.27	1019.1	74.74	428.67
7.96	38.91	1016.35	89.17	482.17
12.54	40.8	1024.56	68.97	479.65
13.86	37.85	1011.4	89.7	469.94
11.67	36.18	1016.03	61.44	472.76
19.12	44.85	1014.66	43.66	463.71
12.58	39.72	1017.85	57.74	471.24
19.39	43.14	1012.75	44.21	464.55
14.18	40.69	1014.73	74.88	471.52
13.69	41.74	1021.19	60.86	471.84
20.27	63.09	1016.6	90.7	446.75
10.06	42.02	999.37	98.65	477.82
19.83	51.43	1007.36	91.64	449.45
14.95	42.99	1008.75	90.76	468.61
14.31	42.86	1031.14	69.6	465.36
10.59	41.93	1017.7	92.91	479.85
6.15	40.77	1022.42	88.57	482.49
20.29	63.09	1019.03	76.07	448.22
11.61	39.69	1006.85	83.69	470.78
16.64	43.14	1019.03	82.88	459
6.86	41.38	1021.35	90.78	487.49
12.51	41.92	1031.21	64.66	468.41
13.88	39.39	1014.08	80.48	471.39
12.38	40.6	1013.86	85.35	472.53
13.91	39.35	1014.69	75.51	469.02
14.49	41.16	1000.5	82.17	465.24
12.91	41.16	1011.9	89.19	472.71
10.18	40.81	1015.79	81.42	475.13
8.64	34.69	1026.79	80.88	482.15
9.5	37.36	1015.13	63.41	478.8
13.56	40.75	1016.05	74.64	474.26
16.85	49.78	1005.61	100.1	455.33
13.89	44.84	1023.66	92.97	466.74
6.93	40.67	1020.17	71.16	494.61
5.79	39.61	1021.64	85.41	489.6
15.55	45.09	1014.33	62.19	457.36
19.04	50.12	1010.53	100.09	446.59
14.91	43.34	1015.15	81.56	461.27
16.58	41.79	1006.24	72.95	452.95
18.95	42.23	1013.01	79.4	462.73
18.19	66.54	1012.9	86.05	449.22
12.35	40.8	1027.35	72.69	476.88
16.57	43.7	1015.67	71.95	465.78
12.93	41.39	1018.5	80.28	472.57
18.88	65.94	1010.43	85.54	445.61
19.74	67.71	1007.68	64.02	446.1
13.85	45.08	1024.86	83.85	468.35
14.22	48.6	1006.26	88.05	459.69
19.99	40.79	1003.15	87.55	455.28
18.48	50.16	1011.45	99.92	452.06
7.55	42.85	1011.21	93.25	484.93
14.24	39.99	1009.3	83.75	466.2
13.69	41.74	1021.19	60.86	471.84
9.56	44.71	1021.13	64.6	487.92
7.64	40.81	1026.67	95.24	483.38
12.19	40.05	1014.65	85.1	472.68
15.92	37.64	1014.93	83.73	464.14
10.39	40.22	1004.95	91.65	476.49
4.49	38.44	1015.47	76.96	485.78
15.6	44.68	1018.35	85.91	463.82
12.74	49.83	1007.44	91.47	466.09
13.97	40.24	1018.32	88.72	467.93
10.48	41.38	1021.97	65.22	481.41
13.78	42.03	1017.51	84.94	467.6
19.4	49.69	1012.89	75.53	455.6
19.66	42.18	1001.51	95.75	454.46
10.72	45	1023.22	86.95	480.62
15.24	44.45	1020.56	66.13	460.94
14.51	42.77	1017.47	81.95	463.37
7.09	39.37	1020.07	73.26	487
14.1	43.34	1012.91	86.45	465.22
10.06	34.69	1027.9	71.73	477.68
7.5	38.06	1021.96	83.45	485.98
19.4	64.63	1020.38	81.1	453.84
11.68	40.55	1017.31	99.82	473.51
11.34	43.67	1011.54	87.95	472.77
15.29	41.35	1006.32	82.56	466.27
10.74	43.67	1011.75	80.1	477.32
10.75	45.01	1018.73	93.16	471.47
13.74	43.71	1025.45	86.62	465.24
9.19	41.01	1022.14	98.98	468.37
16	48.78	1013.9	88.64	458.27
9.51	40.46	1018.84	70.12	471.32
14.66	40.73	1017.45	88.57	459.23
14.19	49.83	1006.52	90.72	462.86
15.61	40.89	1010.48	80.26	467.3
10.45	40.71	1015.68	81.48	469.22
20.11	51.19	1007.82	92.06	449.03
17.14	40.55	1000.05	71.41	461.21
11.73	37.92	1008.24	65.13	472.04
4.62	38.44	1016.09	73.14	486.84
11.42	41.54	1020.21	71.57	477.5
14.79	44.06	1018.53	74.79	465.77
13.83	45.08	1024.2	80.52	465.5
10.5	52.72	1026.32	85.04	468.01
12.04	38.25	1013.08	82.45	472.13
16.13	43.48	1014.41	50.05	459.47
14.54	41.16	1000	81.34	463.9
15.43	38.58	1016.58	81.17	463.44
18.07	63.31	1016.65	72.81	456.5
15.86	43.67	1011.11	82.24	465.46
13.24	54.3	1017.05	81.99	467.81
13.63	43.22	1012.71	72.85	464.62
8.93	40.46	1019.03	71	472.77
17.3	57.76	1016.26	87.74	455.75
9.12	41.49	1020.58	96.23	475.69
13.11	42.99	1007.6	97	472.84
15.9	41.35	1006.28	78.2	464.03
14.27	41.48	1014.83	62.7	458.19
13.98	40.24	1017.19	87.45	467.2
15.56	40.12	1013.72	89.78	461.21
15.47	48.98	1016.42	89.85	457.55
14.93	39.39	1014.31	80.68	468.88
8.05	40.62	1018.16	73.67	477.2
17.97	65.94	1012.92	88.22	448.88
17.75	55.5	1020.15	81.26	459.43
18.44	45.38	1014.3	86.02	461.99
13.07	45.51	1015.22	78.65	460.14
14.08	40.1	1015.48	82.81	469.33
8.3	36.08	1020.63	80.42	481.6
16.09	65.46	1013.84	85.52	454.88
12.38	48.04	1012.78	100.13	465.99
14.58	42.07	1017.9	86.14	460.66
18.56	67.71	1004.77	85.28	444.9
8.28	40.56	1023.29	79.44	486.4
9.6	41.82	1032.93	72.63	475.01
20.03	45.01	1012.73	56.89	460.11
7.28	40.67	1020.16	72.7	493.3
17.4	44.58	1018.9	60.58	468.01
16.34	42.28	1008.08	52.8	463.29
12.47	45.01	1017.8	95.25	467.18
16.96	46.36	1019.91	89.11	460.57
12.79	44.03	1007.46	95.93	464.35
10.58	42.34	1022.32	94.01	474.91
17.36	39.53	1008.28	68.87	456.57
10.34	41.46	1017.75	89.73	478.03
18.15	41.67	1012.75	52.69	464.44
14.73	39.82	1012.67	80.82	470.41
15.26	46.18	1013.68	98.58	463.6
10.29	41.46	1020.84	89.03	480.32
7.54	38.56	1016.49	69.1	486.76
9.84	40.72	1022.21	77.79	477.52
16.88	38.58	1014.72	73.99	462.7
17.89	40.12	1011.99	76.52	451.79
10.7	44.77	1017.8	82.37	484.94
11.64	38.25	1013.33	85.79	472.34
18.36	51.43	1010.57	90.17	459.8
13.9	42.86	1030.82	71.89	473.76
14.82	44.2	1018.98	72.8	465.73
16.29	44.34	1019.49	59.36	468.8
9.26	44.68	1023.22	91.44	478.82
19.3	65.59	1014.07	81.98	452.76
7.36	41.01	1024.9	97.88	476.8
14.19	43.71	1024.38	83.03	467.8
11.7	41.16	1017.98	95.71	462.94
13.98	54.3	1015.58	74.91	466.52
11.47	25.36	1008.27	95.4	469.51
14.01	45.08	1023.28	82.49	464.79
10.16	41.79	1021.35	52.4	472.75
9	43.13	1020.25	81.32	481.09
15.02	37.64	1016.49	83.28	463.93
14.26	44.47	1028.11	66.81	465.22
12.64	41.49	1019.78	94	468.78
13.45	43.14	1015.5	74.33	474.1
7.91	41.79	1021.86	54.92	479.02
18.12	50.16	1009.82	100.09	453.29
7.48	38.5	1014.01	77.35	488.43
12.86	44.77	1018.75	74.73	468.43
15.99	39.63	1006.09	89.92	464.95
14.5	39	1017.04	75.75	465.32
11.54	45	1022.77	80.79	482.34
16.68	53.16	1014.32	78.02	456.29
10.48	40	1021.35	88.52	478.86
12.33	45.51	1016.49	79.2	471.16
9.39	39.66	1019.22	75.33	482.16
16.62	52.05	1011.96	67.81	457.89
10.4	40.43	1025.46	75.09	492.09
17.47	43.77	1012.25	76.78	456.41
15.6	44.68	1018.35	85.91	463.82
8.9	39.96	1026.31	95.46	474.49
12.83	44.88	1017.86	87.88	474.26
5.79	45.87	1010.23	95.41	480.97
17.8	62.26	1011.81	89.81	451.62
19.73	68.63	1012.41	74.12	450.26
13.48	40.35	1011.71	69.44	474.72
10.52	41.01	1020.35	93.58	466.75
8.73	41.92	1029.41	89.72	480.99
14.41	46.18	1016.25	88.88	462.49
17.02	44.85	1014.38	62.66	459.98
7.52	39.61	1018.61	78.96	481.54
10.82	44.63	1020.64	90.26	473.23
17.96	47.83	1005	85.72	454.59
12.41	41.16	1017.45	93.64	464.08
17.4	44.58	1018.9	60.58	468.01
10.07	41.39	1019.89	70.53	480.54
6.48	40.27	1010.55	82.12	486.68
12.85	40	1015.89	68.85	463.74
11.01	40.05	1015.46	89.22	474.2
15.31	40.66	1016.46	84.64	458.26
16.57	63.31	1016.19	81.02	454.78
8.38	39.22	1015.03	75.14	478.82
17.48	44.2	1018.89	61.51	457.15
8.8	42.32	1017.91	86.8	483.88
17.85	48.14	1017.16	86.68	451.9
8.34	40.72	1023.62	83.75	483.14
10.06	37.83	1005.49	99.46	473.51
17.48	58.95	1016.49	90.35	449.26
15.46	44.88	1017.52	93.32	461.2
8.89	41.54	1019.27	82.87	483.82
11.36	40.75	1016.34	85.19	477.5
9.06	40.02	1031.16	82.04	478.01
14.57	41.79	1007.61	82.85	457.21
18.53	63.91	1010.26	97.8	440.64
15.63	37.87	1020.4	74.77	465.28
17.32	43.7	1015.13	61.66	464.5
14.07	45.09	1013.32	94.45	462.69
19.62	43.56	1012.89	37.6	463.33
10.39	40.22	1006.59	87.77	479.14
9.88	40	1021.4	92.06	481.58
12.56	41.4	1019.23	74.26	472.54
10.94	39.04	1021.81	86.02	479.2
13.47	43.34	1012.75	87.04	468.8
12.08	49.83	1008.21	96.01	467.54
12.62	40.83	1010.06	81.52	470.94
18.56	42.18	1001.46	99.59	456.61
11.54	45	1022.77	80.79	482.34
4.96	45.87	1007.32	98.78	481.88
14.66	47.83	1006.15	91.98	461.46
12.33	39.85	1012.53	66.04	479.32
8.77	40.77	1011.54	89.58	480.56
19.09	39.39	1013.36	59.14	466.13
6.37	41.03	1022.23	80.36	490.47
19.31	60.07	1014.86	69.37	453.47
9.11	36.66	1026.47	74.79	480.74
19.79	51.19	1008.77	94.72	447.96
10.33	41.44	1015.24	86.72	478.79
13.79	45.08	1023.3	83.59	465.69
5.17	39.33	1009.68	94.19	485.46
9.56	44.71	1021.13	64.6	487.92
18.97	44.85	1014.86	46.31	466.17
11.47	40.27	1005.39	77.4	479.44
15.3	41.76	1022.57	71.56	466.59
10.17	41.46	1020.01	84.86	482.36
6.91	39.37	1019.58	71.02	488.2
10.33	44.92	1025.34	85.67	476.99
11.96	43.41	1017.42	79.44	469.34
10.29	41.74	1019.9	80.51	480.62
7.95	40.72	1023.7	84.19	486.14
12.45	40.1	1015.4	82.61	473.63
12.99	40.55	1007.52	94.15	472.18
13.6	41.2	1015.92	85.05	467.42
12.29	40.71	1019.71	83.09	469.75
6.67	36.08	1022.31	83.51	486.52
19.1	56.53	1020.18	76.38	455.52
12.27	41.17	1019.41	58.1	475.13
16	43.02	1012.37	39.2	466.01
16.06	47.45	1009.97	88.09	450.62
13.63	43.22	1012.71	72.85	464.62
19.78	50.32	1008.62	96.4	449.23
13.69	43.22	1009.94	74.64	466.72
9.86	38.38	1018.22	85.35	479.56
19.7	52.84	1004.86	89.72	444.64
4.27	39.64	1010.99	84.85	487.19
5.66	39.42	1024.7	78.52	482.11
7	38.08	1020.27	77.67	482.38
16.57	53.82	1015.17	63.69	462.52
6.49	39.33	1010.85	91.85	489.22
16.77	45.01	1013.47	81.42	458.22
14.85	39.39	1013.93	76.27	468.84
19.61	45.01	1014.84	64.42	461.97
14.39	43.56	1012.97	59.17	469.35
17.4	44.58	1018.9	60.58	468.01
20.29	49.69	1008.94	69.91	454.74
14.04	40.56	1018.4	65.79	472.98
19.47	43.43	1011.66	69.93	451.38
18.19	43.96	1011.87	79.68	464.58
16.96	44.9	1020.5	77.53	458.1
13.53	38.73	1004.86	85.38	472.46
14.1	42.18	1015.05	78.25	463.3
10.15	41.46	1019.56	81.79	479.32
12.24	49.83	1007.9	94.28	466.83
19.44	60.07	1014.8	69.06	452.89
11.58	39.69	1005.17	86.55	469.6
12.38	45.09	1013.26	90.55	467.47
19.19	63.31	1016.88	66.58	453.16
16.55	46.18	1009.97	96.54	455.8
11.39	43.72	1010.91	98.83	467.8
10.49	42.49	1009.81	78.92	478.75
15.74	43.34	1013.38	81.45	463.24
10.32	41.46	1017.98	87.66	479.61
19.76	51.19	1008.38	92.56	448.71
17.29	44.63	1019.6	41.98	460.66
15.46	44.6	1017.7	68.2	459.62
19.83	46.33	1013.27	96.4	451.22
12.71	41.39	1019.3	74.2	475.13
13.56	41.48	1008.53	87.2	459.76
15.06	39.3	1019.63	63.32	464.15
6.93	39.81	1017.25	87.29	484.98
15.09	39.52	1017.05	72.43	469.8
16.96	63.31	1016.42	77.09	454.14
16.71	40.56	1019.48	49.88	467.46
14.5	39	1017.04	75.75	465.32
17.86	50.88	1015.59	88.28	457.33
16.03	65.46	1013.96	87.56	455.17
15.52	43.7	1015.8	76.27	466.38
11.35	38.91	1017.93	83.45	474.22
19.89	51.43	1007.33	92.08	448.98
13.92	39.85	1012.64	68.03	473.47
9.64	40.56	1022.51	78.62	483.39
17.21	52.9	1019.91	77.31	460.88
15.5	49.25	1021.41	77.92	453.99
9.39	39.66	1019.22	75.33	482.16
20.26	51.19	1008.9	93.47	448.1
6.06	43.65	1014.36	83.94	480.74
15.56	41.1	1004.65	84.58	467.32
12.12	38.28	1013.7	91.27	469.59
10.29	40.56	1017.28	69.13	481.7
10.33	40	1021.35	90.84	479.32
11.66	44.6	1018.39	89.98	471.3
14.59	41.23	999.48	86.66	466.83
20.03	47.45	1009.04	77.56	450.6
17.49	63.94	1020.02	82.6	452.71
10.41	44.68	1023.53	91.38	474.7
18.64	43.79	1016.01	51.17	465.13
12.89	36.71	1013.36	87.29	475.13
11.6	39.96	1011.65	80.79	473.22
7.19	39.4	1011.45	90.65	483.04
9.68	41.06	1022.75	87.44	476.67
9.41	41.54	1019.48	82.19	481.59
8.7	36.24	1013.34	89.5	478.69
13.21	41.2	1016.63	74.1	474.26
13.53	42.86	1014	90.63	471.73
7.79	42.03	1017.74	91.48	477.26
17.8	43.72	1008.71	78.5	458.92
8.71	41.82	1033.08	74.53	477.94
18.87	52.08	1005.25	99.19	449.61
12.82	43.5	1022.38	84.32	471.41
15.8	53.82	1015.87	68.48	463.09
13.83	44.45	1021.5	68.75	462.6
13.69	44.85	1016.89	79.87	470.78
12.09	40.6	1013.85	85.72	474.35
9.38	41.44	1015.09	86.8	481.96
15.34	40.73	1018.03	86.19	458.55
17.27	43.52	1021.37	76.73	460.08
9.55	39.66	1018.8	74.88	480.74
19.31	43.56	1013.65	41.54	463.35
18.83	47.83	1005.58	77.07	454.23
14.62	46.18	1014.75	96.81	462.26
2.8	39.64	1011.01	82.96	482.66
16.57	53.82	1015.17	63.69	462.52
17.01	44.2	1019.18	61.23	457.26
14.16	39.28	1015.63	77.29	471.27
17.3	43.72	1009.64	77.86	456.55
15.12	48.92	1011.8	72.93	462.59
3.63	38.44	1016.16	87.38	487.87
7.47	40.07	1015.45	50.3	489.59
6.3	41.14	1027.45	86.11	481.49
9.55	38.08	1019.34	68.38	479.23
9.88	39.66	1017.81	76.05	480.05
8.94	43.13	1014.82	76.66	483.63
18.96	44.58	1016.66	71.95	461.96
11.72	40.35	1012.08	83.98	476.41
16.73	45	1023.44	60.68	467.08
15.5	40.12	1012.79	96.75	460.41
14.47	42.99	1009.78	91.15	469
10.05	37.14	1012.64	75.97	474.16
13.2	45.01	1013.96	78.78	466.71
10.01	41.17	1018.78	86.84	479.4
16.3	39.63	1004.64	85.61	464.11
17.09	42.42	1009.03	72.01	464.11
8.75	40.77	1021.99	86.46	478.85
10.8	41.39	1019.74	74.08	478.75
7.08	39.99	1010.55	91.44	482.83
14.66	42.77	1019.37	79.79	463.6
7.69	38.06	1020.72	83.47	483.54
16.37	44	1024.61	78.26	460.14
9.13	39.04	1022.36	74.6	483.24
8.57	40.23	1017.53	90.46	484.17
19.7	54.42	1011.83	89.86	450.48
19.18	50.12	1005.99	100.09	444.56
12.82	46.18	1018.53	88.46	466.06
7.84	41.39	1018.21	91.92	485.66
11.48	42.02	1000.29	94.76	471.43
9.78	52.75	1022.97	78.31	469.58
14.32	44.6	1013.85	68.13	466.36
19.13	42.18	1001.45	98.77	456.04
18.47	62.1	1019.86	82.57	452.51
13.46	41.4	1019.46	71.73	467.4
16.6	53.16	1014.5	76.75	457.26
7.84	43.52	1022.23	96.51	483.79
14.43	45.08	1023.23	83.98	465.07
15.79	49.15	1020.62	76.22	465.62
18.32	66.51	1015.18	81.5	459.89
11.59	40.05	1014.96	86.22	474.46
10.91	41.04	1026.57	74.24	469.53
15.78	41.16	1008.43	80.25	464.85
16.98	53.16	1013.95	82.8	458.93
