AT	V	AP	RH	PE
24.27	63.87	1018.88	53.96	420.26
24.24	68.3	1018.03	81.51	437.12
21.9	47.43	1006.8	60.48	452.13
30.47	70.02	1009.65	62.03	435.72
21.31	58.05	1012.94	88.39	446.76
23.79	50.16	1005.32	75.82	435.49
22.93	62.26	1011.25	83.66	438.34
30.26	59.22	1013.18	61.08	442.98
26.61	69.13	1002.05	51.97	430.17
33.4	70.8	1009.17	57.01	432.46
23.77	59.21	1011.97	80.08	440.08
24.34	73.5	1011.31	84.15	440.29
25.51	73.56	1006.59	96.63	437.07
23.85	52.3	1005.9	70.95	441.99
29.75	74.87	1009.1	56.5	435.61
24.19	46.93	1013.4	49.39	446.3
25.21	49.82	1016.44	63.14	450.75
26.89	49.16	1003.84	41.22	442.39
20.32	39.72	1001.38	57.21	456.18
29.19	70.32	1008.28	55.42	427.9
23.1	59.43	1007.36	85.96	440.64
20.45	69.45	1012.53	91.81	441.83
26.12	63.31	1013.97	51.6	439.77
27.82	76.09	1007.83	76.07	434.52
27.6	69.05	1003.87	42.01	436.08
24.81	59.43	1009.42	54.64	439.33
22.99	56.57	1013.93	78.77	445.44
27.24	77.17	1009.37	81.51	439.12
20.32	44.6	1015.16	36.35	460.21
24.72	77.54	1008.39	81.03	438.52
28.16	71.94	1007.69	68.17	430.46
22.37	50.78	1008.84	82.06	449.08
22.85	60.29	1017.29	61.92	448.58
22.32	70.47	1010.97	83.16	441.87
24.65	52.36	1014.76	66.63	455.68
31.55	69.75	1010.12	58.36	435.01
28.93	74.78	1009.48	56.4	437.34
25.82	72.39	1003.4	86.33	432.98
20.46	54.2	1011.4	84	448.1
21.31	50.78	1008.68	85.28	445.17
20.88	57.85	1012.39	85.47	450.87
24.93	47.01	1015.12	64.8	455.39
21.83	62.91	1011.07	91.34	443.76
22.75	57.76	1017.83	66.54	452.33
22.26	69.04	1010.48	84.33	444.73
26.54	66.51	1015.39	51.22	440.04
25.86	61.08	1013.51	67.5	449.67
23.07	69.23	1011.78	76.06	437.08
26.19	49.3	1003.69	65.88	440.13
25.99	59.54	1007.78	74.48	441.32
22.89	48.98	1014.55	48.21	448.56
29.78	73.42	1011.27	52.79	445.58
20.92	70.02	1011.06	85.63	437.96
28.84	75.6	1018.41	53.96	442.69
23.47	59.22	1013.44	83.33	442.13
31.12	68.14	1003.67	67.36	427.06
22.73	43.79	1015.61	42.66	460.2
23.76	51.19	1009.69	70.87	442.9
21.23	68.08	1012.82	74.57	445.41
24.99	60.37	1005.66	74.87	437.67
20.68	63.86	1015.73	74.36	447.84
23.3	52.84	1003.97	72.16	439.49
21.39	52.3	1009.2	79.77	446.87
26.51	70.32	1010.3	57.4	431.82
32.15	72.29	1010.13	50.19	435.71
21.11	59.39	1013.87	85.29	446.02
29.86	70.8	1010.22	70.36	437.47
20.35	67.71	1005.85	63.97	446.42
28.62	70.32	1008.87	46.67	431.03
30.67	72.86	1004.25	52.72	432.76
28.61	52.84	1006	45.73	437.39
23.01	44.05	1006.56	74.95	450.67
27.46	67.69	1004.7	70.15	432.64
28.57	62.26	1010.75	62.12	437.41
25.67	74.78	1010.24	68.87	440.48
28.92	72.43	1007.03	66.14	431.5
21.53	59.8	1016.46	74.72	454.99
25.58	63.47	1011.44	66.81	443.66
21.85	59.8	1016.89	75.28	454.26
21.31	58.66	1012.67	69.36	451.96
24.24	72.43	1008.02	86.4	436.6
21.99	57.5	1015.87	80.72	446.96
29.03	67.79	1010.86	54.03	445.03
26.39	66.49	1012.96	60.35	433.36
27.66	76.86	1001.31	69.47	436.64
27.07	74.87	1010.09	58.97	440.47
29.31	64.84	1010.49	53.97	442.11
25.04	70.47	1006.82	84.75	433.1
29.03	43.21	1011.83	65.23	434.11
20.6	60.08	1017.84	75.92	454.39
22.27	50.05	1007.1	89.34	442.24
24.97	54.2	1012.68	74.25	439.71
24.96	60.27	1018.68	69.97	442.67
25.87	57.32	1012.06	44.13	442.87
20.38	66.54	1013.95	77.8	448.93
30.27	70.32	1007.93	51.61	430.22
35.2	73.56	1006.56	45.72	434.37
31.23	75.08	1004.93	46.19	439.14
24.78	68.94	1007.29	70.56	435.93
29.62	70.02	1010.09	43.1	439.35
34.11	73.56	1006.77	45.92	432.78
32.28	75.33	1002.14	62.49	433.42
23.5	59.21	1018.29	63	443.31
26.72	67.79	1010.35	63.31	444.68
24.14	62.66	1007.33	73.27	439.93
26.56	49.02	1007.65	70.78	438.82
31.87	71.22	1006.16	45.66	437
27.4	69.84	1002.98	76.48	430.54
24.27	63.87	1018.88	53.96	420.26
27.57	71.32	1002.59	76.68	436.61
23.61	49.16	1002.39	65.63	443.5
20.92	57.76	1017.22	75.86	453.96
25.6	71.73	1010.15	68.99	436.7
20.72	44.57	1008.96	72.57	449.76
29.46	71.94	1006.96	62.26	428.54
32.49	74.99	1002.19	34.58	435.43
26.1	66.25	1009.25	84.52	441.53
20.73	41.1	1001.86	47.51	456.44
27.58	66.48	1004.82	51.23	435.34
23.48	72.99	1009.61	88.16	437.1
23.75	60.29	1017.36	64.04	449.57
21.38	49.21	1012.49	53.77	449.66
26.49	78.92	1010.82	83.42	434.91
30.61	69.13	1009.32	55.17	429.1
24.97	59.87	1018.7	59.94	443.7
34.62	69.05	1000.68	38.35	425.41
28.5	73.77	1002.82	86.38	431.7
26.65	74.16	1008.27	94.54	431.47
31.27	73.91	1003.72	68.92	430.59
24.48	66.25	1009.42	88.17	441.07
31.12	67.69	1005.3	50.46	425.21
33.4	69.98	1013.29	47.78	432.44
22.72	64.15	1021.14	60.34	453.13
27.77	51.43	1006.58	69.01	438.7
31.28	75.08	1005.39	49.53	438.63
20.57	44.78	1008.89	38.78	465.69
29.27	64.69	1006.85	55.79	438.23
25.24	66.54	1002.07	81.22	433.86
23.36	56.89	1014.23	78.34	440.51
24.27	74.99	1007.73	82.49	438.26
22.59	70.32	1007.07	74.39	437.39
27.32	66.54	1004.95	72.58	431.33
24.27	63.87	1018.88	53.96	420.26
26.27	62.91	1011.97	48.06	447.76
22.03	64.79	1017.95	76.2	450.25
25.96	68.08	1011.34	71.57	432.82
25.69	59.07	1006.89	82.34	440.6
25.28	70.32	1006.91	81.74	431.43
30.93	73.42	1010.98	56.42	432.44
27.41	74.67	1016.57	80.16	429.21
26.31	44.57	1007.51	52.6	452.73
30.96	64.44	1013.63	49.64	437.61
27.13	59.54	1004.33	73.27	438.32
24.54	60.29	1017.42	58.94	447.67
23.36	73.18	1011.96	89.15	435.85
21.19	52.3	1008.24	79.19	447.06
22.67	58.2	1016.91	60.75	446.36
27.33	66.17	1011.06	64.55	443.89
22.18	59.8	1016.77	73.16	453.24
31.46	71.8	1010.75	54.88	434.96
26.02	74.78	1010.04	72.78	439.82
24.42	63.31	1012.64	71.8	438.39
21.03	69.05	1002.17	75.35	444.35
23.26	59.14	1016.98	76.29	440.37
23.07	49.02	1009.07	84.1	444.22
24.6	63.94	1012.87	80.28	439.63
31.44	72.86	1003.74	61.45	433.59
27.84	71.32	1007.72	79.25	431.37
25.41	69.14	1006.4	87.4	436.59
27.44	52.3	1008.15	58.92	441.75
21.11	58.66	1011.7	68.71	457.89
26.76	48.41	1010.53	47.38	440.63
26.01	61.47	1009.54	75.01	435.78
21.44	60.32	1015.2	81.1	448.84
30.58	68.84	1011.34	51.29	439.71
27.33	73.18	1012.26	82.18	429.38
25.02	60.29	1017.49	54.75	445.61
25.09	57.43	1013.2	70.42	446.11
28.3	64.33	1011.23	68.88	441.51
24.41	58.59	1012.62	64.52	442.64
26.08	76.86	1003.3	79.49	436.85
27.22	68.3	1016.84	64.88	436.81
23.68	59.27	1010.75	83.82	440.44
26.22	67.45	1013.7	44.04	440.17
24.31	63.86	1019.47	58.54	442.69
29.39	68.24	1009.06	66.76	427.96
21.06	50.59	1016.42	66.12	454.15
26.13	73.21	1002.12	92.02	435.34
26.08	52.3	1007.03	63.34	442.44
27.37	76.09	1007.52	89.12	433.34
29.87	69.13	1001.08	72.75	426.47
24.67	49.5	1013.62	59.42	455.31
28.19	62.6	1017.34	46.95	449.61
31.91	69.89	1014.59	54.51	429.29
29	77.54	1011.33	75.13	431.37
26.45	64.27	1013.23	60.92	444.9
24.72	77.54	1008.39	81.03	438.52
29.53	70.79	1003.7	60.89	426.85
22.53	62.39	1007.84	86.4	450.08
27.35	77.95	1012.14	74.14	431.72
24.26	56.57	1013.86	70.35	442.9
30.26	72.58	1007	65.51	425.71
25.21	69.48	1010.99	75.27	436.02
25.14	67.32	1013.96	41.78	435.39
26.65	73.18	1012.27	83.12	437.7
23.43	60.32	1015.34	69.34	446.88
24.38	60.84	1017.85	62.23	440.85
27.02	71.77	1006.38	72.1	428.1
20.91	58.2	1018.1	62.8	446.19
25.77	69.04	1009.66	65.49	445.35
29.78	70.98	1007.82	77.59	436.32
21.16	45.38	1014.65	73.06	458.63
29.49	69.71	1009.34	56.35	440.99
24.78	68.94	1007.29	70.56	435.93
28.25	71.77	1006.36	67.03	429.39
30.52	71.77	1006.22	56.4	426.14
27.57	60.07	1016.52	54.75	440.12
20.95	44.89	1010.48	67.97	450.39
26.91	74.99	1005.64	78.98	437.06
25.3	71.58	1010.18	87.36	433.97
25.54	61.08	1013.77	69.64	448.57
23.69	71.97	1009.62	93.03	438.62
23.09	69.13	1010.93	90.07	436.67
23.42	73.17	1012.07	88.39	438.22
26.48	73.06	1008.07	90.73	433.31
23.17	62.39	1008.04	89.42	439.29
25.35	65.18	1012.67	70.36	438.17
28.88	63.76	1010.16	56.34	435.54
24.16	66.05	1016.45	73.27	443.75
26.25	52.09	1013.2	53.12	450.53
24.49	65.61	1014.71	63.47	447.26
24.18	66.48	1003.3	70.99	433.37
31.59	62.7	1009.3	50.16	442.58
24.39	71.85	1009.73	72.24	438.2
23.69	58.05	1012.08	74.26	444.46
23.64	58.49	1011.4	74.2	445.75
31.59	43.5	1005.12	43.5	429.96
32.43	68.31	1010.09	42.22	439.75
28.32	71.32	1008.02	78.82	433.82
25.31	49.82	1014.62	62.15	453.05
20.85	48.7	1007.11	87.2	449.57
26.96	72.58	1009.23	89.62	429.03
24.23	59.04	1011.91	71.79	443.06
31.25	74.34	999.06	69.85	432.22
24.22	56.89	1013.81	70.02	440.79
26.45	69.13	1001.53	89.64	427.5
31.82	71.29	1008.44	41.7	431.23
27.58	65.27	1013.51	50.43	441.3
31.63	70.17	999.4	59.94	432.07
25.52	69.75	1010.36	90.06	435.12
24.86	44.05	1005.69	66.65	447.2
23.95	58.46	1017.5	68.46	440.75
21.96	58.79	1012.1	88.74	447.31
24.59	71.94	1006.89	88.52	430.28
21.87	69.45	1014.04	71.19	439.97
22.75	58.79	1011.44	84.47	445.67
23.07	69.23	1011.78	76.06	437.08
24.4	62.26	1011.62	70.1	439.06
21.12	49.15	1021.29	52.9	456.92
20.36	56.53	1020.25	72.96	455.34
26.17	70.47	1010.25	68.96	434.56
20.86	63.73	1008.54	96.83	440.42
21.22	43.43	1010.96	61.07	448.06
32.55	69.89	1013.87	40.09	428.84
21.4	47.93	1005.16	88.44	445.2
32.83	74.16	1007.57	60.2	432.05
27.82	59.15	1012.74	42.78	442
23.56	66.49	1012.21	53.86	441.92
27.91	72.24	1010.74	70.8	430.73
32.45	68.3	1015.26	44.12	431.79
24.32	71.14	1011.71	71.65	435.34
20.79	68.28	1001.42	76.77	445.83
26.63	62.44	1010.86	70.82	438.25
20.7	58.16	1016.73	68.19	453.22
23.42	58.79	1009.74	81.54	441.46
21.05	58.33	1013.14	66.34	447.66
34.97	73.56	1006.57	44.69	435.15
23.02	59.21	1011.74	83.18	440.5
29.59	71.77	1006.33	62.35	426.62
30.69	71.98	1004.53	65.86	430.33
30.24	68.24	1009.68	64.67	426.25
22.84	59.39	1014.61	80.36	443.71
28.4	69.34	1009.76	70.4	436.5
31.68	68.24	1005.29	37.34	427.22
22.58	41.54	1013.21	71.33	460.95
21.82	50.66	1013.74	73.6	455.2
22.5	59.43	1010.31	72.17	441.92
29.51	75.6	1017.92	50.61	431.18
22.59	66.54	1005.11	92.62	436.69
27.78	68.67	1005.59	59.17	439.92
21.42	43.79	1015.76	43.08	462.19
28.53	76.86	999.08	75.77	431.64
26.72	65.61	1014.41	52.01	442.48
30.69	73.67	1006.14	60.58	430.45
22.04	59.14	1017.34	84.75	442.45
26.12	49.02	1008.63	72.04	438.52
29.32	63.77	1013.24	55.1	438.09
27.49	71.94	1006.62	73.35	435.29
20.4	57.85	1011.14	92.47	450.07
26.66	70.02	1010.88	58.37	439.99
21.04	47.43	1007.15	64.82	450.27
30.56	71.98	1004.74	58.77	429.2
27.17	73.5	1010.36	73.29	435.22
22.4	70.94	1008.06	84.52	440.04
21.48	66.91	1008.58	84.49	447.42
22.3	57.19	1006.4	75.28	445.1
25.16	57.17	1009.86	75.7	442.03
23.82	63.76	1009.8	68.94	440.52
31.11	72.25	1012.34	44.45	434.22
24.22	62.08	1022.53	60.79	449.11
20.77	60.1	1011.11	81.09	450.32
23.24	63.76	1010.1	79.16	441.35
20.68	63.86	1015.73	74.36	447.84
23.96	65.34	1015.52	56.82	449.23
21.86	49.21	1014.61	53.31	452.77
23.59	47.43	1006.64	48.92	447.36
34.33	69.05	1000.89	37.9	430.56
31.25	74.34	999.06	69.85	432.22
22.75	59.39	1015.4	81.41	440.26
27.11	69.75	1009.74	85.67	433.28
21.16	65.48	1016.99	72.79	446.37
20.5	51.19	1009	91.79	445.35
22.1	65.48	1019.3	66.96	447
23.45	66.25	1009.1	90.28	443.44
26.86	68.08	1012.99	50.04	436.25
25.19	64.44	1014.75	64.38	444.35
27.54	68.27	1008.12	56.42	433
31.95	70.79	1003.8	55.25	426.37
20.79	68.28	1001.42	76.77	445.83
32.96	73.03	1013.56	54.03	438.93
21.39	62.96	1019.49	72.24	452.68
22.93	62.26	1011.25	83.66	438.34
29.78	69.71	1008.96	67.46	434.33
25.77	71.37	1008.88	78.96	433.45
29.35	54.2	1013.07	42.45	439.47
20.65	41.67	1012.76	45.27	455.5
29.33	64.84	1010.76	53.32	443.15
20.73	59.87	1019.08	80.48	445.18
27.07	65.59	1012.14	63.93	442.71
24.24	72.43	1008.02	86.4	436.6
20.92	70.02	1010.23	95.58	444.64
21.31	58.66	1012.67	69.36	451.96
23.6	60.08	1017.51	63.02	451.97
28.69	73.18	1012.23	68.57	431.36
22.49	58.82	1009.73	85.19	444.11
27.57	69.84	1004.91	68.37	426.6
27.76	72.99	1007.81	71.66	435.02
32.86	68.51	1008.43	46.78	432.38
26.43	58.41	1013.57	64.67	444.74
30.12	73.18	1012.29	61.32	429.31
21.92	58.79	1010.09	89.7	446.71
28.13	68.12	1012.6	44.71	435.85
31.71	73.5	1010.63	40.17	430.45
29.45	75.6	1018.12	50.68	437.31
27.38	69.4	1004.57	74.12	434.47
26.47	63.13	1013.72	79.4	441.81
21.89	45.38	1014.42	68.95	459.45
22.68	70.47	1010.86	82.8	441.47
28.26	63.13	1012	68.35	440.58
22.61	59.87	1019.12	66.12	441.2
30.3	73.9	1006.72	55.13	440.79
24.44	59.21	1017.36	61.45	445.82
26.25	52.09	1013.2	53.12	450.53
23.37	63.77	1013.42	76.44	443.86
22.66	61.27	1019.29	55.43	448.68
24.82	71.94	1010.5	64.67	438.69
26.54	66.51	1015.39	51.22	440.04
24.19	58.95	1017.78	58.78	441.91
32.34	74.99	1002.77	42.83	433.07
24.85	67.9	1005.9	64.55	445.18
30.3	69.51	1011.8	50.43	431.12
20.67	70.02	1010.42	94.09	448.75
29.4	57.19	1008.34	53.95	436.92
29.14	75.23	1010.15	54.87	434.82
28.52	70.02	1010.34	54.21	441.98
28.18	73.03	1014.18	67.72	439.74
25.68	70.32	1009.08	90.48	431.32
22.58	43.79	1015.66	44.18	460.3
24.27	60.23	1011.84	77.8	438.99
25.82	66.49	1013.2	60.32	434.35
23.01	58.79	1009.71	84.22	444.64
21.34	51.61	1010.11	80.7	452
32.41	72.86	1003.69	58.04	432.75
26.68	62.91	1012.33	60.78	441.04
27.47	63.78	1016.07	48.47	446.69
23.96	58.33	1013.37	59.97	446.01
23.36	62.52	1016.18	68.18	448.37
29.89	64.69	1006.37	58.78	435.39
30.2	70.02	1009.85	63.39	437.48
23.79	58.49	1011	75.39	445.87
27.28	72.58	1009.21	89.96	431.27
21.96	48.78	1019.56	85.05	451.58
27.01	65.06	1013.16	53.02	439.81
22.56	62.26	1012.11	63.16	445.33
25.6	58.46	1016.34	66.6	441.88
26.13	73.21	1002.12	92.02	435.34
31.14	67.32	1013.93	38.37	436.64
27.76	72.99	1007.81	71.66	435.02
20.35	50.9	1012.6	72.43	453.5
22.3	67.25	1017.33	75.85	453.27
22.67	62.52	1016.47	65.63	449.34
29.12	67.32	1014.21	48.8	435.2
20.57	44.78	1008.89	38.78	465.69
28.64	66.54	1010.43	43.39	437.97
20.3	62.52	1017.96	75.17	451.86
26.26	63.73	1010.45	70.61	442.18
22.2	59.21	1017.87	73.34	445.29
27.57	68.31	1010.48	55.87	444.71
22.87	71.29	1008.1	73.1	442.27
22.76	49.02	1007.5	88.56	442.84
30.8	73.56	1007.39	75.78	432.43
24.5	58.66	1011.54	57.92	451.03
20.51	63.09	1016.39	92.99	445.86
21.94	56.85	1011.01	77.72	442.63
28.96	75.23	1010.88	49.45	439.03
23.85	74.22	1009.99	82.72	441.66
20.71	58.18	1007.63	98.44	447.06
32.81	77.17	1009.17	53.13	430.53
28.46	69.75	1009.46	79.75	435.75
20.62	68.12	1012.33	79.88	447.16
29.86	69.34	1009.61	61.27	438.5
25.46	70.32	1010.65	64.7	433.08
26.09	49.3	1003.79	66.19	439.82
30.72	69.13	1009.94	61.66	435.83
21.52	66.51	1015.32	72.85	444.87
30.17	76.86	998.23	73.61	430.3
21.3	48.92	1010.92	65.09	447.89
26.85	73.77	1001.2	90.13	431.24
30.91	69.75	1010.23	59.36	435.7
21.12	49.15	1021.29	52.9	456.92
23.39	69.13	1010.99	90.66	434.5
32.67	67.83	1007.81	42.16	425.75
28.51	74.78	1009.84	59.06	434.43
28.01	51.43	1011.6	49.2	449.82
29.78	65.74	1012.13	44.96	441.51
26.94	62.91	1011.68	41.3	449.1
25.76	65.48	1017.82	54.77	441.14
26.07	69.23	1013.32	54.03	436.94
32.18	69.75	1009.94	52.91	438.26
20.82	63.77	1014.28	86.37	448.9
30.53	73.21	1000.37	74.17	430.2
32.22	70.8	1009.9	62.03	433.07
22.04	58.05	1013.11	85.22	447.28
25.69	73.18	1012.64	86.35	432.82
21.4	68.28	1008.2	60.34	450.22
22.12	60.37	1008.75	92.13	439.18
23.46	73.18	1012.07	88.14	438.62
26.58	59.39	1014.49	65.87	439.46
28.75	77.24	1008.92	77.17	433.03
21.03	59.8	1015.86	76.63	453.86
33.62	77.17	1009.38	63.71	431.03
23.19	45.61	1013.18	73.46	454.62
28.31	74.33	1011.89	69.77	428.46
32.38	77.24	1007.7	61.15	430.96
28.75	64.69	1007.1	60.37	437.94
21.59	66.54	1004.88	90.54	441.71
26.85	74.16	1008.66	93.8	431.16
33.8	64.96	1004.88	49.37	427.28
28.99	68.24	1008.75	66.57	428.28
22.61	45.38	1013.92	62.91	459.53
29.01	68.08	1010.74	52.51	427.91
26.86	71.32	1007.38	81.14	430.44
24.79	75.6	1017.07	68.23	440.05
20.77	43.77	1010.76	63.12	453.46
26.28	73.06	1008.06	90.7	437.01
25.35	65.18	1012.67	70.36	438.17
29.55	67.69	1004.88	48.68	428.77
28.14	43.21	1011.82	69.32	436.53
24.02	77.54	1008.33	83.92	438.52
21.95	68.63	1012.8	61.55	448.9
21.44	63.09	1016.56	90.11	444.19
25.33	48.6	1002.54	68.45	442.48
29.03	67.79	1010.67	55.42	444.09
25.79	63.9	1014.39	60.49	442.7
25.21	51.43	1006.43	78.55	439.01
25.56	60.32	1016.28	59.84	445.01
30.24	68.24	1009.68	64.67	426.25
25.74	65.38	1009.6	54.34	452.94
22.81	58.96	1013.5	55.66	452.89
30.97	74.22	1007.93	49.74	431.58
21.94	64.15	1021.2	61.75	453.3
26.51	70.32	1010.3	57.4	431.82
26.12	75.6	1017.41	72.31	439.68
29.48	64.69	1006.44	64.46	435.09
21.69	44.57	1005.84	71.53	447.88
25.37	68.31	1011.12	70.99	441.76
29.29	70.02	1010.13	46.93	438.84
23.09	69.71	1009.75	91.35	437.7
25.48	60.29	1017.55	51.22	443.77
26.76	70.98	1007.64	90.51	437.83
21.04	65.46	1017.22	63.02	452.12
20.54	61.27	1019.6	61.87	451.95
29.65	72.86	1004.26	69.63	434.67
29.98	47.93	1002.46	42.73	438.79
32	73.17	1009.92	42.47	433.72
21.76	60.27	1018.96	85.06	446.86
31.39	69.59	1008.28	62.86	435.76
22.97	42.48	1012.84	64.71	466.7
27.37	63.31	1012.89	60.11	439.15
20.85	48.7	1007.11	87.2	449.57
26.38	69.88	1008.42	86.25	432.25
21.38	49.21	1012.49	53.77	449.66
22.78	49.16	1002.29	64.28	444.99
21.9	63.13	1011.54	81.83	447.4
30.57	69.82	1009.86	52.94	437.62
21.11	65.94	1009.83	71.91	448.77
22.18	59.39	1014.82	85.31	440.94
28.43	73.18	1012.52	71.05	427.11
25.28	70.32	1006.91	81.74	431.43
23.23	56.89	1012.87	75.43	441.85
26.8	68.31	1011.04	61.48	447.85
22.44	63.47	1012.02	91.08	444.65
21.84	59.07	1008.84	96.5	448.61
27.24	66.75	1017.78	69.6	433.65
24.31	63.86	1019.47	58.54	442.69
24.41	73.67	1007.39	86.92	435.56
22.97	62.4	1010.25	75.18	445.3
29.6	69.82	1010.49	61.66	438.47
21.78	68.28	1001	79.3	443.24
28.69	73.18	1012.23	68.57	431.36
29.45	68.27	1007.96	61.63	432.96
27.53	72.58	1009.13	89.06	428.83
27.29	67.32	1013.92	33.41	437.26
24.25	74.93	1013.07	69.31	445.44
20.92	49.15	1021.15	49.76	455.32
30.68	71.25	999.98	68.99	433.47
27.28	51.43	1011.46	51.38	450.53
23.19	45.61	1013.18	73.46	454.62
29.39	69.89	1013.92	47.36	434.27
27.23	44.05	1005.69	58.91	440.2
23.24	51.95	1006.21	78.08	448.5
21.89	63.94	1019.55	55.09	447.74
26.2	71.73	1009.99	74.99	434.08
28.61	72.29	1011.61	45.33	446.77
22.57	68.3	1017.43	87.69	440.81
24.75	52.84	1005.47	69.61	442.6
22.28	58.12	1014.54	83.27	448.97
21.35	58.16	1017.21	67.66	452.83
32.15	69.98	1013.3	55.13	429.86
26.94	71.14	1011.63	62.74	434.03
29.06	72.86	1004.23	69.41	432.12
27.49	71.94	1006.62	73.35	435.29
23.49	47.45	1008.46	66.18	446.72
20.37	44.58	1016.77	66.22	463.2
27.93	73.68	1015.41	49.95	435.95
25.38	72.24	1010.76	89.64	432.3
24.42	63.07	1011.49	67.39	444.72
31.79	76.2	1007.89	56.3	434.01
31.01	69.04	1009.14	52.81	442.07
24.61	69.68	1012.06	92.47	438.51
28.5	72.99	1007.02	67.13	433.24
24.56	58.82	1011.42	72.47	442.76
30.98	67.45	1015.18	45.4	433.59
28.96	75.23	1010.88	49.45	439.03
28.4	59.27	1012.03	59.75	441.64
37.11	68.94	1006.23	31.15	429.25
22.59	59.43	1005.85	84.02	442
20.87	63.31	1012.27	79.51	446.7
29.61	67.07	1005.91	39.28	434.14
27.77	51.43	1006.58	69.01	438.7
34.63	74.33	1011.7	31.45	428.54
20.57	42.8	1013.1	75.48	460.43
21.64	50.32	1008.41	86.32	442.52
21.03	69.05	1002.17	75.35	444.35
27.06	61.41	1011.99	45.23	452.85
28.56	74.22	1007.45	69.6	434.54
29.15	73.42	1011.43	66.49	432.26
24.64	72.24	1011.37	80.61	434.54
27.44	52.3	1008.15	58.92	441.75
24.6	49.3	1003.72	72.26	439.46
26.8	49.3	1003.86	62.75	438.56
22.66	69.84	1006.16	82.79	439.06
25.07	56.85	1011.25	51.99	442.44
26.05	73.88	1005.67	82.08	439.96
22.99	56.57	1013.93	78.77	445.44
29.2	70.79	1004.8	63.74	425.2
30.9	69.4	1003.53	66.69	425.3
27.35	61.47	1008.43	70.65	443.67
26.28	68.14	1005.61	53.17	435.71
28.59	68.08	1013.2	42.96	436.7
25.85	70.36	1005.59	78.23	433.06
24.7	58.82	1009.4	75.91	442.98
31.25	74.34	999.06	69.85	432.22
24.54	48.41	1008.61	73.53	439.79
23.01	66.54	1009.86	64.53	442.47
27.33	52.84	1005.88	56.16	438.97
30.08	68.14	1003.99	77.38	425.27
26.1	74.16	1009.42	85.4	437.18
28.54	72.99	1007.42	67.87	432
23	60.27	1018.72	84.25	442
23.87	63.94	1019.02	44.28	445.11
24.03	66.54	1012.19	69.15	438.08
22.04	58.05	1013.11	85.22	447.28
25.15	73.67	1007.42	85.48	435.9
34.3	74.67	1015.98	25.89	427.84
32.31	68.94	1006.11	71.78	431.14
23.38	48.6	1004.45	69.19	440.9
28.07	70.32	1007.17	67.02	430.29
27.59	59.21	1012.93	51.46	437.49
21.55	44.58	1017.2	46.64	464.44
27.51	71.32	1007.59	80.02	433.16
28.17	72.43	1007.37	68.92	428.88
21.11	58.66	1011.7	68.71	457.89
27.01	71.25	1000.46	87.95	431.38
24.63	65.38	1010.43	40.68	446.23
27.13	59.54	1004.33	73.27	438.32
31.62	64.05	1010.94	58.93	439.09
29.55	67.69	1004.88	48.68	428.77
22.12	60.77	1018.01	83.87	443.97
21.97	58.12	1014.21	85.93	448.91
22.89	62.39	1007.84	88.16	448.13
32.86	68.51	1008.43	46.78	432.38
24.1	71.97	1009.92	91.27	443.09
30.4	71.97	1008.42	76.28	430.23
24.54	58.66	1011.63	57.62	448.11
22.43	63.76	1009.84	75.27	442.85
21.03	63.86	1014.84	71.72	450.64
23.95	58.79	1010.45	74.34	448.32
32.09	72.86	1003.47	54.59	434.78
26.66	64.27	1012.83	58.88	437.87
20.35	56.53	1020.23	70.05	456.04
26.24	49.82	1014.9	55.58	452.41
25.39	70.36	1006.76	73.62	436.5
21.89	58.62	1016.15	74.59	450.05
29.06	64.96	1000.88	62.07	430.24
25.15	66.49	1012.71	63.46	436
21.33	63.86	1020.33	72.13	445.02
21.52	50.66	1013.56	74.33	455.71
32.21	71.85	1008.25	58.09	429.15
30.93	70.83	1010.61	46.13	440.59
33.18	72.29	1009.51	58.35	435.26
24.88	63.91	1009.41	77.75	447.28
21.17	52.3	1009.36	81.51	447.5
27	73.42	1012.2	87.28	432.79
26.34	68.67	1006.54	72.48	437.52
31.68	70.79	1004.05	54.5	429.55
23.89	48.41	1010.48	62.31	441.83
25.1	69.89	1015.42	85.81	434.98
25.86	59.07	1008.59	81.28	440.9
27.56	66.93	1016.81	55.59	444.1
26.48	68.14	1004.83	55.96	432.19
28.08	73.17	1011.19	73.1	430.8
25.9	71.73	1010.18	74.83	434.84
22.43	63.94	1012.76	93.24	444.53
23.75	59.07	1007.73	88.82	443.54
26.71	70.72	1010.3	78.18	438.72
30.7	71.58	1010	48.96	429.27
27.84	72.39	1001.18	83.46	432.19
21.99	51.19	1009.19	82.58	446.93
23.89	65.18	1012.46	78.29	438.97
23.23	60.32	1016.73	78.35	447.09
26.41	65.59	1010.69	73.78	441.49
31.33	58.9	1003.77	52.34	439.54
25.62	60.29	1017.81	51.24	444.94
24.32	71.14	1011.71	71.65	435.34
22.96	45.01	1012.21	50.81	450.37
22.63	58.49	1010.94	72.7	448.38
24.92	63.94	1017.7	44.92	441.07
28.62	63.77	1012.82	55.77	441.97
20.54	59.39	1014.07	84.15	445.41
26.24	77.95	1014.19	85.21	438.01
24.88	49.16	1006.04	64.54	445.18
26.42	59.54	1007.02	76.28	438.5
30.67	72.86	1004.25	52.72	432.76
28.16	70.4	1003.77	83.17	434.01
30.78	73.67	1005.97	58.7	427.15
30.68	71.8	1010.81	61.4	435.4
25.77	71.37	1008.88	78.96	433.45
