AT	V	AP	RH	PE
20.21	65.06	1016.46	73.36	451.46
17.54	58.49	1012.35	91.56	453.02
6.64	39.04	1018.84	74.94	481.53
28.53	69.84	1004.46	68.03	427.72
26.46	61.41	1012.41	56.58	448.83
27.37	63.31	1012.89	60.11	439.15
23.7	62.91	1012.26	57.89	444.99
24.41	56.9	1006.58	77.94	439.51
23.31	60.37	1005.17	82.75	438.52
18.53	63.91	1010.26	97.8	440.64
12.71	43.02	1012.25	62.68	475.38
27.5	65.59	1011.23	65.37	441.27
6.91	36.08	1021.82	84.31	486.37
22.04	58.05	1013.11	85.22	447.28
7.7	40.72	1022.81	81.97	482.79
15.58	40.66	1016.34	87.42	460.61
25.6	58.46	1016.34	66.6	441.88
21.96	51.43	1007.28	89.96	442.87
26.03	69.68	1011.61	60.75	449.54
25.89	63.56	1013.82	64.51	443.82
20.12	69.45	1013.23	88.48	442.89
29.03	67.79	1010.86	54.03	445.03
20.51	42.23	1013.25	71.83	461.78
20.55	63.86	1015.12	73.98	447.54
25.53	62.96	1019.81	59.7	444.38
29.23	75.6	1017.72	52.26	438.92
21.37	65.94	1010.73	75.09	444.74
12.63	41.48	1009.61	87.69	461.09
15.86	38.62	1016.65	67.51	462.58
24.78	66.49	1010.55	68.12	436.62
24.01	67.17	1007.44	86.87	443.09
31.01	71.37	1003.4	55.06	430.82
19.54	54.9	1017.15	70.37	455.86
15.92	39.16	1006.59	71.32	460.45
5.51	35.57	1026.3	78.97	489.36
28.5	74.87	1009.67	53.78	444.88
24.12	58.66	1011.55	58.96	450.69
9.01	40.77	1022.37	90.3	470.84
24.2	57.85	1013.05	70.29	446.87
27.26	66.56	1007.83	60.95	434.88
28.69	67.79	1011.01	66.4	439.87
6.14	40.62	1015.71	86.51	481.66
29.84	74.87	1009.64	61.39	435.05
25.32	48.41	1008.47	72.14	443.04
20.2	64.45	1009.03	61.77	452.33
24.39	70.72	1009.78	82.25	442.04
12.12	41.17	1017.68	78.72	470.67
20.06	52.84	1004.21	82.12	447.47
21.7	60.77	1018.07	88.15	444.66
35.1	68.27	1006.96	43.51	426.3
32.06	71.85	1007.9	56.44	426.07
8.83	36.25	1028.86	85.6	478.45
14.85	38.91	1014.48	60.98	467.42
9.26	40.78	1023.61	88.48	471.79
30.01	68.27	1006.88	51.67	428.6
6.03	41.14	1028.04	87.46	479.61
26.96	72.58	1009.23	89.62	429.03
32.13	69.98	1013.3	55.85	431.84
31.68	73.68	1014.85	64	431.11
21.36	68.28	1007.6	72.37	445.91
25.18	57.5	1015.07	60.76	449.01
22.63	45.61	1014.14	73.06	457.88
25.69	73.18	1012.64	86.35	432.82
18.39	38.52	1019.66	66.93	453.89
30.2	56.9	1006.89	42.69	436.17
24.77	71.94	1006.77	88.86	432.27
32.09	72.86	1003.47	54.59	434.78
23.61	59.39	1015.11	78.84	438.08
28.5	71.32	1002.54	69.35	435.7
12.58	39.72	1018.08	64.25	469.38
15.9	41.35	1006.28	78.2	464.03
13.9	44	1025.1	87.17	466.24
16.58	46.18	1010.4	96.29	463.51
11.7	41.16	1017.98	95.71	462.94
22.39	58.18	1008.52	87.48	448.37
25.97	57.32	1012.13	47.48	442.73
22.82	69.94	1004.65	73.47	437.32
31.68	74.16	1011.3	55.94	434.61
12.12	40	1018.72	84.42	462.1
28.06	68.24	1010.27	69.72	429.47
13.54	40.69	1015.85	77.55	471.05
24.28	68.31	1009.94	77.08	440.07
13.94	41.26	1021.67	74.4	467.9
21.9	66.54	1004.76	89.99	439.06
14.02	42.86	1030.86	68.36	467.29
28.5	74.87	1009.67	53.78	444.88
12.62	40.83	1010.06	81.52	470.94
6.14	39.4	1011.21	90.87	485.94
27.82	59.15	1012.74	42.78	442
4.08	35.19	1018.87	97.07	489.44
25.92	73.77	1001.27	94.28	432
11.31	39.61	1018.74	68.9	471.92
11.21	41.06	1021.75	77	474.03
25.71	58.59	1012.77	61.83	451.28
24.94	59.07	1008.89	84.79	440.12
26.28	75.23	1011.44	68.35	435.28
17.2	40.55	1000.68	72.67	462.55
22.77	59.92	1009.67	94.09	437.9
27	60.96	1012.36	58.97	450.15
16.31	52.75	1024.4	55.69	456.58
25.34	65.61	1014.61	57.51	442.82
10.72	39.35	1015.35	86.43	480.18
7.38	44.71	1020.27	70.55	486.91
27.54	74.22	1007.44	75.91	430.72
11.34	45.17	1018.32	96.24	472.13
10.36	37.83	1005.87	98.56	472.62
10.8	41.39	1019.74	74.08	478.75
4.71	39.42	1026.4	84.42	481.28
28.56	69.51	1012.45	46.59	434.35
33.17	70.4	1004.45	58	430.14
16.14	44.63	1019.44	47.85	463.5
11.82	41.74	1022.36	74.06	476.21
28.37	71.64	1007.39	71.06	434.91
23.75	66.54	1004.41	85.44	436.57
10.27	41.44	1017.04	77.09	479.3
19.04	43.43	1009.25	68.74	453.32
29.83	71.98	1004.32	67.55	426.98
24.85	68.37	1006.5	68.37	442.66
28.73	68.3	1016.53	55.73	434.15
22.85	60.08	1018.05	67.12	452.5
20.74	59.8	1015.46	76.39	452.99
18.13	60.1	1009.67	84.75	455.82
12.53	44.03	1007.21	84.2	470.04
9.75	42.49	1010.57	83.63	480.35
6.8	37.8	1021.09	70.02	485.96
34.1	73.03	1014.01	41.26	437.65
20.3	67.32	1013.49	80.9	441.51
8.8	41.26	1008.08	96.52	479.74
18.58	63.78	1016.24	78.74	453.96
9.37	42.32	1015.15	82.96	477.57
10.57	41.26	1008.32	97.96	472.9
21.68	64.15	1021.09	70.88	454.32
29.05	64.84	1011.1	51.39	442.58
10.62	39.64	1010.51	68.55	478.37
7.44	38.5	1012.81	70.27	488.12
18.03	58.86	1015.99	89.03	450.33
19.72	47.03	1012.1	90.36	458.59
31.87	71.22	1006.16	45.66	437
11.98	39.35	1014.97	98.05	472.43
23.96	47.43	1008.38	63.55	446.86
21.78	68.28	1001	79.3	443.24
25.43	72.39	1002.65	88.13	436.1
22.72	50.05	1007	88.24	444.43
19.92	63.31	1015.02	82.71	443.54
7.55	41.04	1027.03	83.32	476.58
14.35	39.39	1012.92	82.41	470.53
11.99	49.83	1008.33	95.2	468.22
30.78	73.67	1005.97	58.7	427.15
17.74	49.78	1004.9	100.09	450.44
29.26	69.34	1009.76	58.64	435.32
26.57	73.21	1002.31	92.51	431.68
25.97	70.32	1007.48	57.01	435.27
8.7	39.72	1020	78.75	479.03
8.44	41.17	1019.9	70.72	486.15
24.87	60.37	1005.48	76.21	436.41
25.87	47.01	1014.67	61.87	452.32
25.19	64.44	1014.75	64.38	444.35
21.32	45.01	1012.23	59.94	452.75
17.07	44.9	1020.74	70.18	460.19
22.53	70.98	1005.48	93.95	440.96
17.88	46.97	1013.73	67.78	456.77
25.64	68.14	1005.48	56.11	437.63
7.92	39.54	1011.51	84.41	481.44
14.56	39.39	1014.23	80.61	471.72
23.97	64.05	1012.23	90.18	447.44
8.11	41.92	1029.61	91.92	483.52
14.3	41.93	1020.6	65.38	471.32
15.68	39.16	1006.09	75.62	461.98
16.47	44.89	1010.04	82.01	459.69
12.25	41.38	1021.81	59	474.77
16.6	41.93	1022.01	48.98	467.51
14.64	53.82	1016.33	60.59	463.18
33.3	68.14	1003.02	53.43	426.88
20	69.48	1011.05	85.51	448.79
20.01	43.77	1012.13	65.53	455.66
21.95	59.43	1010.29	74.67	442.84
26.06	67.83	1009.26	66.37	432.28
14.64	39.58	1011.46	71.9	467.8
18.12	43.69	1016.91	52.95	464.68
8.75	40.77	1021.99	86.46	478.85
4.56	40.27	1011.13	80.24	493.87
8.57	41.17	1020.18	72.47	484.2
11.61	39.69	1006.85	83.69	470.78
19.93	57.25	1010.6	89.34	455.15
14.51	53.82	1016.46	62.75	463.17
26.68	49.02	1008.4	68.01	441.54
28.31	50.05	1005.75	50.17	436.75
25.97	68.12	1013.11	61.97	437.11
22.35	58.59	1013.99	79.78	444.04
10.82	41.55	1004.55	65.14	475.44
10.42	39.96	1025.21	95.69	470.81
30.06	67.25	1017.63	53.59	435.02
24.43	65.27	1013.25	55.4	440.99
13.25	34.03	1018.94	72.1	470.46
10.11	42.49	1010.22	82.11	483.56
24.23	56.89	1012.32	68.04	441.29
25.02	59.44	1012.49	73.65	444.08
14.39	42.77	1017.36	83.28	463.65
17.48	52.9	1020.03	76.47	458.34
15.89	41.7	1018.93	82.68	463.33
27.55	63.13	1012.92	71.29	440.75
30.05	66.44	1008.46	76.82	427.55
12.5	41.38	1021.87	57.59	474.4
23.21	73.42	1010.34	88.29	439.66
22.1	74.87	1009.4	85.78	442.83
23.23	56.89	1012.87	75.43	441.85
26.65	73.18	1012.27	83.12	437.7
21.19	55.5	1019.83	65.22	455.93
28.24	65.74	1013.4	64.87	438.47
30.71	71.85	1008.07	72.05	425.16
21.79	61.45	1011.11	91.78	446.99
23.09	69.71	1009.75	91.35	437.7
7.05	43.65	1018.41	72.36	480.47
27.53	70.32	1007.75	49.31	433.72
20.82	52.84	1004.13	79.42	449.59
27.6	73.42	1011.91	83.66	431.44
25.06	64.63	1020.66	54.93	446.57
26.91	71.64	1004.59	83.54	438.73
29.01	66.56	1006.44	57.62	428.32
3.73	39.42	1024.4	82.42	488.58
28.26	72.43	1006.68	72.3	426.2
18.88	65.94	1010.43	85.54	445.61
23.84	49.21	1013.35	45.4	446.54
13.8	45.08	1023.99	79.72	466.71
21.87	69.45	1014.04	71.19	439.97
14.77	44.9	1020.5	84.31	465.23
14.12	42.99	1007.13	78.16	468.45
14.01	42.99	1007.12	69.69	469.23
31.56	66.44	1008.91	64.16	430.11
25.22	71.85	1009.78	68.96	438.71
23.72	70.47	1010.65	75.39	438.5
16.05	43.14	1010.67	79.36	463.06
7.64	42.28	1008.46	84.29	484.78
16.4	38.01	1022.2	73.05	463.79
26.24	77.95	1014.19	85.21	438.01
6.69	36.24	1013.35	91.09	483.82
22.3	57.19	1006.4	75.28	445.1
18.37	44.89	1010.61	86.74	454.37
21.2	59.39	1014.04	85.06	444.57
14.28	44.84	1024.84	79.09	474.57
27.82	52.84	1006.23	52.18	440.31
15.22	41.35	1003.12	95.45	464.56
25.65	68.08	1011.27	75.26	435.91
22.95	70.98	1005.36	93.76	438.83
20.24	56.53	1020.29	77.75	455.25
15.81	58.59	1014.41	90.03	456.91
13.04	45.09	1013	87.68	467.44
18.87	52.08	1005.25	99.19	449.61
25.92	73.77	1001.27	94.28	432
29.75	73.5	1011.13	67.31	433.63
28.14	43.21	1011.82	69.32	436.53
26.17	70.47	1010.25	68.96	434.56
16.79	49.25	1021.21	68.8	458.42
18.55	61.87	1008.45	65.3	450.73
14.42	44.66	1016.1	93.89	461.34
15.01	42.77	1018.21	73.22	462.6
27.35	69.48	1008.51	65.81	432.31
25.79	67.17	1007.89	81.38	440.75
15.54	39.31	1009.69	71.19	461.06
24.61	62.39	1006.39	79.08	437.01
10.91	40.1	1014.07	91.45	478.34
9.87	41.82	1033.04	68.57	475.58
26.52	63.94	1018.23	42.41	440.47
19.32	44.71	1015.3	28.81	464.38
13.15	41.14	1026.72	80.31	461.49
6.62	42.49	1008.74	94.57	482.74
14.09	44.84	1023.65	94.29	466.12
19.41	67.32	1012.34	78.8	446.71
13.95	41.49	1019.95	86.46	465.24
7.29	39.37	1019.24	73.46	478.19
31.18	69.04	1008.19	49.72	441.26
8.68	41.82	1032.83	73.62	478.61
26.12	75.6	1017.41	72.31	439.68
30.1	67.45	1014.23	39.04	434.01
21.43	46.97	1013.94	61.25	457.68
17.68	39.08	1002.77	74.24	454.18
12.67	42.86	1014.06	89.9	473.13
20.58	49.15	1021.42	56.15	453.87
26.68	62.91	1012.33	60.78	441.04
24.49	68.61	1010.56	64.03	447.57
11.47	40.27	1005.39	77.4	479.44
32.74	68.31	1010.23	41.29	441.66
23.32	66.48	1003.92	72.25	436.26
12.28	42.34	1019.19	95.8	467.03
10.59	38.38	1021.58	68.23	474.94
9.73	41.01	1021.76	97.71	469.11
18.85	48.06	1012.52	67.88	451.77
26.31	72.39	1001.16	88.43	434.53
19.97	59.14	1016.05	70.58	450.06
10.18	40.81	1015.79	81.42	475.13
13.12	39.18	1023.11	64.33	471.44
27.86	63.07	1011.11	56.81	440.48
18.59	41.1	1001.93	58.16	459.72
13.72	44.47	1027.2	68.89	470.66
21.83	63.07	1011.57	87.02	443.1
23.07	65.27	1013.24	58.38	443.42
4.73	41.31	999.77	93.44	486.6
28.56	65.27	1013.28	49.95	437.45
14.04	42.44	1012.74	81.89	471.81
15.14	37.85	1010.33	84.3	468.31
16.78	58.95	1017.74	96.24	450.02
26.55	60.23	1009.88	79.54	438.95
24.24	72.43	1008.02	86.4	436.6
8.64	39.69	1001.57	98.27	473.55
9.43	37.14	1013.03	74.99	473.57
29.79	77.17	1009.68	64	432.84
21.69	42.23	1013.05	67.55	461.56
13.83	41.23	993.31	93.94	466.2
26.04	72.43	1006.82	84.88	432.94
13.53	38.73	1004.86	85.38	472.46
12.53	42.03	1017.57	81.57	469.18
9.47	41.4	1026.49	87.9	479.68
4.7	39.9	1007.45	91.02	487.78
16.32	43.14	1014.72	70.43	465.38
15.92	39.16	1006.59	71.32	460.45
28.14	76.86	1000.7	70.17	434.68
21.47	60.93	1006.46	87.83	442.75
26.29	56.85	1012.68	60.33	439.86
14.52	44.84	1023.51	88.51	466.88
28.61	69.75	1009.82	71.7	440.53
3.94	39.9	1008.06	97.49	488.81
12.68	40.73	1017.66	92.08	465.94
6.87	39.85	1012.66	83.34	486.26
21.11	59.39	1013.87	85.29	446.02
29.12	66.56	1006.9	49.79	429.94
21.96	48.6	1004.87	76.27	446.56
18.87	67.71	1004	87.35	444.77
12.3	39.85	1012.59	73.38	476.42
24.11	68.3	1017.33	79.16	432.62
9.37	42.32	1015.15	82.96	477.57
16.73	43.79	1016.25	73.58	468.87
24.77	57.17	1010.66	73	441.12
13.8	44.34	1019.43	66.74	468.8
4.96	45.87	1007.32	98.78	481.88
10.31	42.49	1009.43	78.36	479.64
24.32	71.14	1011.71	71.65	435.34
29.64	69.51	1012.13	44.65	428.69
28.61	69.84	1004.02	67.26	428.25
21.75	58.79	1012.42	87.58	447.58
8.53	40.77	1009.85	90.95	481.03
12.79	41.62	1010.52	81.83	466.91
27.39	67.07	1006.17	58.2	441.45
24.44	59.21	1017.36	61.45	445.82
21.76	47.93	1005.34	86.28	444.77
21.84	59.07	1008.84	96.5	448.61
25.21	50.23	1016	56.58	454.64
23.77	64.15	1021.02	55.87	448.43
25.79	65.27	1013.26	55.35	440.04
33.42	68.51	1011.91	45.83	427.66
26.14	71.98	1005.98	82.45	428.91
31.18	77.95	1014.89	65.62	431.58
26.53	54.2	1012.9	66.73	439.96
27.75	77.24	1007.48	78.37	433.57
13.03	39.35	1015.34	79.18	474.02
21.12	62.52	1015.62	78.98	450.93
18.5	51.43	1010.82	92.04	459.42
14.97	43.67	1011.13	87.33	465.54
25.41	69.14	1006.4	87.4	436.59
24.12	51.43	1006.55	83.77	441.49
23.06	56.85	1012.5	64.03	440.03
11.75	71.14	1019.36	75.68	466.56
32.86	68.51	1008.43	46.78	432.38
29.38	69.68	1011.35	49.25	430.2
25.47	56.89	1013.02	63.21	440.38
20.03	60.77	1017.23	87.82	449.31
5.04	40.64	1021.35	93.63	484.42
8.29	36.08	1020.38	81.53	483.26
19.11	50.16	1010.88	100.09	450.38
8.99	36.66	1028.11	71.98	481.03
28.65	70.32	1008.46	58.13	433.45
24.99	51.43	1006.95	79.63	441.45
29.18	68.24	1010.04	68.04	428.52
26.86	68.08	1012.99	50.04	436.25
16.92	50.9	1013.27	82.97	460.86
27.11	48.6	1002.78	53.39	439.4
21.82	65.27	1013.86	72.81	447.43
11.44	34.03	1018.57	74.06	476.06
23.83	64.15	1020.93	63.86	447.95
6.9	40.71	1021.78	94.8	471.43
10.19	44.63	1020.58	91.64	472.45
27.01	71.25	1000.46	87.95	431.38
16.62	52.05	1011.96	67.81	457.89
5.21	35.79	1012.44	94.35	485.17
12.22	40.71	1021.25	80.83	477.07
24.44	52.84	1006.39	49.05	440.2
14.38	40.73	1017.48	90.64	462.98
32.98	71.32	1003.67	49.78	433.56
17.82	65.48	1019.64	86.6	449.21
21.23	61.5	1008.98	82.14	450.92
31.05	69.13	1000.38	58.49	426.31
25.11	62.26	1011.12	78.01	434.97
12	39.35	1015.48	82.51	476.64
17.65	62.1	1019.63	84.3	452.2
26.21	70.32	1007	78.29	430.4
21.06	62.91	1011.92	75.52	455.22
26	70.47	1009.61	74.66	435.05
27.57	68.31	1010.48	55.87	444.71
21.9	47.43	1006.8	60.48	452.13
27.04	69.98	1008.5	75.41	433.25
27.89	73.21	1001.32	85.88	431.59
31.02	70.4	1006.24	77.86	431.37
7.72	41.14	1025.11	96.75	478.34
14.4	40.2	1013.04	90.5	464.5
22.55	70.79	1006.19	92.56	436.43
10.74	40.92	1021.74	94.97	466.77
19.54	50.66	1014.7	84.53	456.61
12.64	41.79	1016.38	92.65	461.46
24.34	48.78	1018	73.44	448.54
11.83	43.14	1010.06	88.14	471.98
12.52	71.14	1019.49	76.11	463.22
10.33	41.44	1015.24	86.72	478.79
17.41	40.55	1003.91	76.87	461.47
17.69	46.36	1019.55	86.64	462.81
13.56	39.18	1023.4	63.82	470.38
27.2	72.43	1006.75	80.67	430.32
29.09	75.33	1001.61	71.06	433.29
5.53	35.79	1013.48	94.19	484.25
21.94	64.15	1021.2	61.75	453.3
12.57	39.16	1016.53	88.91	476.2
25.04	51.95	1005.56	66.53	449.45
18.22	58.2	1017.09	81.92	451.04
7.6	41.04	1021.82	88.97	475.32
23.85	52.3	1005.9	70.95	441.99
21.67	62.39	1007.98	92.96	445.85
27.23	71.77	1006.59	77.94	427.39
16.72	44.34	1019.26	63.77	465.89
8.9	39.96	1026.31	95.46	474.49
13.75	40.66	1016.41	93.31	461.81
13.89	41.49	1020.02	86.47	469.6
19.83	51.43	1007.36	91.64	449.45
19.36	39.54	1008.97	58.92	458.75
11.82	41.17	1019.5	55.74	475.61
8.27	35.76	1020.11	75.25	480.8
31.03	69.98	1011.33	52.16	436.13
20.13	40.33	1005.31	85.42	460.09
12.32	41.62	1012.16	88.37	455.71
24.03	45.87	1007.55	52.48	445.84
6.76	36.25	1028.31	91.16	484.36
18.25	43.14	1011.51	55.16	462.78
10.32	38.91	1012.11	81.49	479.17
30.2	69.59	1008.9	67.32	434.66
6.06	43.65	1014.36	83.94	480.74
18.38	55.28	1020.22	68.33	451.29
10.33	40	1021.35	90.84	479.32
17.17	63.09	1020.54	95.98	446.75
31.84	77.95	1014.9	55.35	433.28
32.16	71.32	1005.5	60.23	434.01
12.2	39.72	1018.07	54.83	471.33
23.18	59.04	1011.44	79.28	443.12
18	44.06	1016.8	78.88	454.59
11.15	40.64	1020.65	97.95	477.79
31.73	73.42	1010.8	61.81	430.46
24.05	70.4	1006.83	92.35	442.07
20.94	44.78	1008.14	35.7	465.57
25.34	71.06	1007.74	92.52	434.86
26.39	71.25	999.8	89.12	430.34
21.85	63.86	1020.16	68.84	445.62
11.16	40.05	1014.95	88.38	479.11
14.81	42.03	1017.43	72.54	470.41
19.48	39.72	1001.75	55.41	457.16
13.98	40.71	1022.72	71.83	474.46
30.68	71.25	999.98	68.99	433.47
11.83	44.21	1019.37	85.31	463.62
16.38	46.97	1013.6	73.67	459.87
14.26	44.47	1028.11	66.81	465.22
8.24	39.61	1017.99	78.42	477.9
19.06	50.16	1011.36	99.64	449.74
7.29	40.96	1023.01	90.78	488.65
31.54	71.06	1008.4	71.77	431.87
29.62	73.18	1012.21	61.6	427.22
24.61	69.68	1012.06	92.47	438.51
18.02	53.16	1013.41	82.84	458.01
12.41	41.44	1015.46	76.9	472.06
21.99	58.96	1014.09	61.3	453.38
21.24	63.47	1011.86	97.02	442.94
23.88	54.2	1012.81	64.52	444.97
15.97	45.01	1016.58	83.24	456.91
22.05	61.27	1019.6	58.83	447.95
22.76	44.05	1006.95	74.07	450.31
15.15	37.64	1014.37	89.82	463.98
14.77	39.16	1016.12	81.88	470.39
17.68	53.16	1013.09	82.79	456.86
11.49	39.22	1016.35	53.11	471.47
8.64	38.56	1016.51	66.03	484.45
24.08	49.3	1003.23	70.42	443.46
12.51	49.83	1008.61	94.27	452.84
23.38	48.78	1019.03	78.69	446.18
29.67	71.98	1005.16	67.75	425.14
18.11	43.43	1008.65	73.3	451.38
10.11	44.85	1014.2	84.81	478.71
20.1	58.95	1018.46	80.87	446.7
22.5	59.54	1007.99	93.63	445.22
26.99	62.26	1011.13	71.27	436.89
15.42	40.56	1021.23	59.37	469.33
7.92	41.66	1014.84	76.12	483.38
10.23	42.32	1017.53	89.93	473.59
24.75	58.79	1009.87	71.97	444.79
20.85	59.21	1012.9	75.97	444.44
28.68	73.77	1004.72	87.01	431.66
14.33	43.41	1015.43	55.4	462.94
27.01	69.75	1009.78	81.29	442.57
26.77	74.22	1008.87	74.68	434.35
27.38	77.24	1008.25	82.49	435.81
16.02	39.54	1007.73	72.81	466.15
14.88	42.28	1007.26	71.3	466.73
23.54	70.32	1010.89	80.76	434.45
21.97	58.12	1015.29	77.47	449.6
24.97	58.95	1017.19	56.24	440.03
10.45	39.61	1020.23	73.39	477.41
10.55	41.26	1007.77	99.1	473.6
31.26	76.09	1006.66	63.91	430.36
8.01	40.62	1015.62	86.43	476.22
23.95	60.37	1004.96	79.48	440.9
5.21	43.65	1017.64	78.62	486.08
31.74	72.25	1012.21	41.62	437.29
25.45	75.23	1011.41	73.33	441.65
23.07	65.27	1013.24	58.38	443.42
15.15	39.58	1011.94	73.63	466.78
13.61	42.34	1017.93	91.61	463.89
7.9	40	1018.74	79.55	474.5
8.87	41.82	1033.3	74.28	477.97
13.56	41.48	1008.53	87.2	459.76
19.38	54.9	1017.08	70.46	454.1
16.85	39.64	1008.82	80.81	464.2
24.04	68.94	1007.62	69.11	437.13
29.76	73.56	1008.07	84.85	432.51
14.53	39	1016.48	76.36	464.86
20.35	56.53	1020.23	70.05	456.04
29	69.68	1012.78	66.09	442.79
11.7	25.36	1008.65	92.11	470.88
19.1	43.79	1016.02	77.34	462.28
11.35	40.66	1016.86	96.4	466.55
28.77	58.33	1013.73	36.6	448.06
22.83	70.79	1006.36	92.07	438
21.16	78.11	1006.73	78.11	435.71
12.01	41.48	1017.75	66.67	469.08
31.45	68.27	1007.56	64.79	430.81
21.54	58.41	1013.99	86.34	450.69
29.36	78.05	1011.12	64.17	434.29
20.61	48.78	1020.8	85.05	449.38
15.29	41.35	1006.32	82.56	466.27
20.57	44.78	1008.89	38.78	465.69
16.98	44.85	1015.48	51.77	464.27
6.18	41.55	1001.58	98.79	484.87
28.6	61.86	1011.86	62.13	439.74
25.09	69.68	1012.18	91.33	439.77
25.3	58.46	1015.91	69.71	439.25
24.74	69.13	1010.69	90.08	431.24
23.09	70.47	1010.76	79.89	439.36
5.07	40.07	1019.32	66.17	494.87
32.84	77.95	1014.68	45.8	431.97
12.55	39.58	1010.68	76.9	472.31
27.15	59.21	1013.49	51.71	440.27
11.73	37.92	1008.24	65.13	472.04
13.55	43.48	1016.08	67.25	464.33
28.69	58.33	1013.67	34.1	448.54
24.27	57.85	1012.81	63.48	445.1
12.8	44.9	1007.58	66.6	466.95
27.57	69.84	1004.91	68.37	426.6
21.97	58.12	1014.21	85.93	448.91
26.49	71.73	1010.07	74.48	431.06
21.96	51.43	1007.28	89.96	442.87
30.96	71.77	1006.26	52.76	425.66
12.39	44.58	1016.38	84.95	475.37
10.82	42.02	996.03	99.34	475.46
18.92	62.26	1012.05	85.99	451.51
11.1	44.85	1014.27	65.08	477.03
9.56	44.71	1021.13	64.6	487.92
27.17	67.17	1006.76	81.59	431.73
20.55	46.21	1013.21	73.18	448.66
22.43	55.97	1008.97	85.98	443.74
14.3	42.99	1007.32	73.72	467.9
10.72	41.38	1021.6	63.77	478.29
29.15	69.48	1008.68	55.78	430.54
27.26	73.18	1012.58	74.83	429.92
22.32	48.41	1008.68	79.11	445.36
14.73	39.52	1017.01	74.21	470.45
20.47	58.16	1016.97	68.6	453.99
21.98	55.97	1009.12	89.51	442.65
17.07	41.35	1005.88	83.43	464.6
21.61	58.62	1017.61	76.07	449.11
10.47	41.06	1022.24	81.16	477.47
27.41	59.21	1013.3	50.93	438.39
25.15	68.61	1011.03	53.59	447.91
18.15	58.46	1017.42	88.24	449.48
16.31	68.28	1003.98	98.62	450.33
23.04	63.86	1019.83	59.78	446.22
17.34	44.06	1015.84	74.88	458.5
12.91	41.66	1013.37	71.52	469.71
22.88	69.45	1014.02	65.13	441.76
29.98	67.22	1014.22	52.69	445.3
22.26	70.47	1008.32	84.22	440.21
16.09	44.71	1017.86	42.74	464.95
23.66	77.54	1008.5	85.32	435.38
24.19	46.93	1013.4	49.39	446.3
16.98	63.09	1020.44	95.18	450.55
27.4	77.24	1007.65	78.13	435.74
8.94	41.74	1022.55	90.74	483.53
12.39	44.58	1016.38	84.95	475.37
20.35	67.45	1015.14	69.22	447.64
21.96	58.79	1010.51	87.32	448.89
13.65	41.58	1020.56	72.17	460.8
28.31	50.05	1005.75	50.17	436.75
22.7	63.56	1014.32	71.76	445
6.76	36.25	1028.31	91.16	484.36
9.97	41.26	1020.6	91.14	475.43
4.65	35.19	1018.23	94.78	489.36
20.28	63.86	1016.04	74.66	447.26
31.85	68.3	1014.76	47.06	428.72
17.07	44.9	1020.74	70.18	460.19
21.44	60.32	1015.2	81.1	448.84
24.98	60.32	1015.63	57.19	444.67
6.06	43.65	1014.36	83.94	480.74
23.23	56.89	1012.87	75.43	441.85
15.82	44.88	1018.59	78.88	461.9
21.6	62.52	1017.23	67.87	453.28
24.44	47.93	1003.13	67.04	440.53
21.47	70.32	1011.72	88.36	440
25.4	70.4	1006.8	94.78	439.04
24.29	62.91	1013.04	65.85	442.18
28.71	51.43	1006.4	64.79	440.17
37.11	68.94	1006.23	31.15	429.25
20.35	50.9	1012.6	72.43	453.5
24.27	61.47	1007.84	80.85	448.66
21.62	48.78	1020.06	85.09	448.52
27.07	66.93	1017.32	55.38	446.48
12.03	40.75	1015.93	85.07	474.97
10.14	45.01	1018.12	94.32	473.56
22.56	48.92	1010.7	51.63	445.07
27.32	76.09	1007.77	74.64	443.13
23.35	47.01	1015.03	73.9	456.3
14.1	48.92	1011.6	84.39	461.34
14.73	58.2	1019.45	82.48	458.56
14.78	42.86	1015.32	84.75	471.17
26.05	73.88	1005.67	82.08	439.96
32.21	71.85	1008.25	58.09	429.15
10.91	37.92	1008.66	66.53	473.72
27.51	71.32	1007.59	80.02	433.16
19.06	56.65	1020.82	82.14	455.7
22.72	50.05	1007	88.24	444.43
23.03	65.12	1016.29	69.8	447.84
9.82	41.04	1026.72	77.28	473.98
13.79	42.07	1018.27	88.06	462.25
21.06	67.07	1004.9	84.09	446.44
9.82	41.26	1007.71	96.69	478.02
15.12	39.16	1006.55	76.99	463.78
14.4	42.99	1010.3	89.72	469.34
11.12	44.92	1025.58	93.52	470.82
23.94	62.08	1022.47	61.97	447.5
13.95	40.2	1013.18	90.77	464.79
20.13	43.43	1009.75	66.16	453.47
5.34	39.22	1012.73	81.42	472.66
6.01	35.79	1011.26	90.72	482.79
25.2	63.76	1009.78	64.96	438.15
26.13	79.74	1005.61	90.27	431.29
30.37	76.09	1006.95	65.93	435.01
10.05	37.14	1012.64	75.97	474.16
22	59.54	1004.55	95.25	439.37
7.48	38.5	1014.01	77.35	488.43
21.78	51.43	1007.45	88.71	446.56
28.88	71.98	1005.37	74.24	428.61
25.28	71.94	1006.73	86.69	432.26
29.43	66.75	1017.63	42.72	434.6
11.68	39.22	1017.9	57.95	471.8
24.65	64.63	1020.52	53.45	446.04
12.93	41.39	1018.5	80.28	472.57
33.82	77.17	1008.96	58.91	435.58
30.39	71.8	1010.87	64.11	435.82
16.97	50.9	1012.31	82.65	463.28
